SCREEN_ID,SOURCE_ID,SOURCE_TYPE,AUTHOR,SCREEN_NAME,SCORES_SIZE,FULL_SIZE,FULL_SIZE_AVAILABLE,NUMBER_OF_HITS,ANALYSIS,SIGNIFICANCE_INDICATOR,SIGNIFICANCE_CRITERIA,THROUGHPUT,SCREEN_TYPE,SCREEN_FORMAT,EXPERIMENTAL_SETUP,DURATION,CONDITION_NAME,CONDITION_DOSAGE,MOI,LIBRARY,LIBRARY_TYPE,LIBRARY_METHODOLOGY,ENZYME,CELL_LINE,CELL_TYPE,PHENOTYPE,SCORE_COL_COUNT,SCORE.1_TYPE,SCORE.2_TYPE,SCORE.3_TYPE,SCORE.4_TYPE,SCORE.5_TYPE,ORGANISM_ID,ORGANISM_OFFICIAL,NOTES,SOURCE,SCREEN_RATIONALE,CELL_TYPE_BROAD
315,29083409,pubmed,Meyers RM (2017),135-PMID29083409,17670,17670,Yes,1919,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,Ki-JK,T-lymphoma cell line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Lymphoid
316,29083409,pubmed,Meyers RM (2017),136-PMID29083409,17670,17670,Yes,1527,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,KLE,Endometrial Cancer Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Uterus
317,29083409,pubmed,Meyers RM (2017),137-PMID29083409,17670,17670,Yes,1945,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,KMBC-2,Urinary Bladder Cancer Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Urinary
318,29083409,pubmed,Meyers RM (2017),138-PMID29083409,17670,17670,Yes,1706,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,KMRC-1,Renal Cell Carcinoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Kidney
319,29083409,pubmed,Meyers RM (2017),139-PMID29083409,17670,17670,Yes,1901,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,KMRC-20,Renal Cancer Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Kidney
320,29083409,pubmed,Meyers RM (2017),140-PMID29083409,17670,17670,Yes,1547,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,KNS-42,Glioblastoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Nervous
321,29083409,pubmed,Meyers RM (2017),141-PMID29083409,17670,17670,Yes,1726,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,KNS-60,Glioma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Nervous
322,29083409,pubmed,Meyers RM (2017),142-PMID29083409,17670,17670,Yes,2143,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,KNS-62,Lung Cancer Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Lung
323,29083409,pubmed,Meyers RM (2017),143-PMID29083409,17670,17670,Yes,1494,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,KNS-81,Glioma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Nervous
324,29083409,pubmed,Meyers RM (2017),144-PMID29083409,17670,17670,Yes,1634,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,KP-2,Pancreatic Cancer Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Pancreas
325,29083409,pubmed,Meyers RM (2017),145-PMID29083409,17670,17670,Yes,1908,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,KP-3,Pancreatic Cancer Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Pancreas
327,29083409,pubmed,Meyers RM (2017),147-PMID29083409,17670,17670,Yes,2049,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,KPL-1,Breast Cancer Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Breast
328,29083409,pubmed,Meyers RM (2017),148-PMID29083409,17670,17670,Yes,1236,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,KP-N-YN,Neuroblastoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Nervous
329,29083409,pubmed,Meyers RM (2017),149-PMID29083409,17670,17670,Yes,1298,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,KS-1,Glioblastoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Nervous
330,29083409,pubmed,Meyers RM (2017),150-PMID29083409,17670,17670,Yes,2067,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,KU-19-19,Bladder Carcinoma,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Urinary
331,29083409,pubmed,Meyers RM (2017),151-PMID29083409,17670,17670,Yes,1879,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,KURAMOCHI,Ovarian Cancer Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Ovary
334,29083409,pubmed,Meyers RM (2017),51-PMID29083409,17670,17670,Yes,2028,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,KYSE-410,Esophageal Squamous Cell Carcinoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Head and Neck / Squamous
337,29083409,pubmed,Meyers RM (2017),156-PMID29083409,17670,17670,Yes,2003,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,LCLC-103H,Lung Cancer Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Lung
338,29083409,pubmed,Meyers RM (2017),157-PMID29083409,17670,17670,Yes,1922,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,RCB1941,Hepatocellular Carcinoma,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Liver
